session,bill_number,title,index_categories,index_descriptions,last_action,url
2022 Regular Session,HB525,AN ACT relating to community health workers.,Health and Medical Services; Licensing; Occupations and Professions; Public Health; Public Medical Assistance; State Agencies; Medicaid; Administrative Regulations and Proceedings; Administrative Regulations and Proceedings; Children and Minors,"Community health worker, certification; Community health worker, certification; Community health worker, certification; Community health worker, certification; Certified community health worker, reimbursement, requirement; Cabinet for Health and Family Services, community health workers; Certified community health worker, reimbursement, requirement; Department for Medicaid Services, certified community health worker, reimbursement; Department for Public Health, community health worker certification; Children's Health Insurance Program, certified community health worker, reimbursement, requirement",04/07/22: signed by Governor (Acts Ch. 86),https://apps.legislature.ky.gov/record/22rs/hb525.html
2022 Regular Session,HB60,AN ACT relating to health care to provide for an all-payer claims database and making an appropriation therefor.,"Health and Medical Services; Insurance, Health; Public Health; State Agencies; State Agencies; Administrative Regulations and Proceedings; Administrative Regulations and Proceedings; Appropriations; Short Titles and Popular Names; Advisory Boards, Commissions, and Committees","Kentucky all-payer claims database, establishment; Kentucky all-payer claims database, establishment; Kentucky all-payer claims database, establishment; Department of Insurance, Kentucky all-payer claims database, penalty for noncompliance; Office of Health Data and Analytics, Kentucky all-payer claims database, administration; Department of Insurance, Kentucky all-payer claims database, penalty for noncompliance; Office of Health Data and Analytics, Kentucky all-payer claims database, administration; Kentucky all-payer claims database fund, establishment; Kentucky Transparency and Health Care Pricing Act of 2022; Kentucky all-payer claims database advisory committee, establishment",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb60.html
2023 Regular Session,HB16,AN ACT relating to health care to provide for an all-payer claims database and making an appropriation therefor.,"Health and Medical Services; Insurance, Health; Public Health; State Agencies; State Agencies; Short Titles and Popular Names; Advisory Boards, Commissions, and Committees; Administrative Regulations and Proceedings; Administrative Regulations and Proceedings; Appropriations","Kentucky all-payer claims database, establishment; Kentucky all-payer claims database, establishment; Kentucky all-payer claims database, establishment; Department of Insurance, Kentucky all-payer claims database, enforcement; Office of Data Analytics, Kentucky all-payer claims database, administration; Kentucky Transparency and Health Care Pricing Act of 2023; Kentucky all-payer claims database advisory committee, establishment; Department of Insurance, Kentucky all-payer claims database, penalty for noncompliance; Office of Data Analytics, Kentucky all-payer claims database, administration; Kentucky all-payer claims database fund, establishment",01/03/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb16.html
2023 Regular Session,HB52,AN ACT relating to firefighters.,"Firefighters and Fire Departments; Local Government; Mental Health; Charter County Government; Counties, Charter; Consolidated Local Governments; Unified Local Governments; Cities; Counties; Counties, Urban","Stress injuries, treatment; Firefighters, stress injuries, treatment; Firefighters, stress injuries, treatment; Firefighters, stress injuries, treatment; Firefighters, stress injuries, treatment; Firefighters, stress injuries, treatment; Firefighters, stress injuries, treatment; Firefighters, stress injuries, treatment; Firefighters, stress injuries, treatment; Firefighters, stress injuries, treatment","03/10/23: to Veterans, Military Affairs, &amp; Public Protection (S)",https://apps.legislature.ky.gov/record/23rs/hb52.html
2022 Regular Session,HB135,AN ACT relating to retirement benefits for state and county employees in hazardous positions.,"Actuarial Analysis; Firefighters and Fire Departments; Peace Officers and Law Enforcement; Police, City and County; Police, State; Retirement and Pensions; State Agencies","KERS and CERS, Tier 2 benefits for members in hazardous positions; Retirement, Tier 2 benefits for KERS/CERS members in hazardous positions; Retirement, Tier 2 benefits for KERS/CERS members in hazardous positions; County Employees Retirement System, Tier 2 benefits for members in hazardous positions; Retirement System, Tier 2 retirement benefits for members; KERS and CERS, Tier 2 benefits for members in hazardous positions; Kentucky Public Pensions Authority, Tier 2 benefits for members in hazardous positions",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb135.html
2023 Regular Session,HB67,AN ACT relating to health benefit coverage of chronic pain treatments.,"Health Benefit Mandate; Drugs and Medicines; Effective Dates, Delayed; Health and Medical Services; Health and Medical Services; Insurance, Health; Physicians and Practitioners; Public Medical Assistance; Substance Abuse; Medicaid","Alternative treatments, chronic pain; Alternative treatments, chronic pain; Chronic pain treatments, January 1, 2024; Alternative treatments, chronic pain; Chronic pain treatments, coverage; Chronic pain treatments, coverage; Alternative treatments, chronic pain; Chronic pain treatments, coverage; Alternative treatments, chronic pain; Chronic pain treatments, coverage",01/03/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb67.html
2022 Regular Session,HB180,AN ACT relating to the safety of canines and felines.,"Motor Vehicles; Safety; Animals, Livestock, and Poultry; Civil Actions; Civil Procedure; Dogs","Damage, civil immunity, removal of dog or cat; Dog or cat in vehicle, removal, civil immunity; Danger of death, dog or cat, removal from vehicle, civil immunity; Immunity, vehicle damage, removal of dog or cat in danger of death; Immunity, vehicle damage, removal of dog or cat in danger of death; Danger of death, removal from vehicle, civil immunity",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb180.html
2023 Regular Session,HB69,AN ACT relating to earned paid sick leave.,Local Mandate; Labor and Industry; Personnel and Employment; Wages and Hours,"Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement",01/03/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb69.html
2023 Regular Session,HB89,"AN ACT relating to governmental agencies, making an appropriation therefor, and declaring an emergency.","Disasters; Education, Finance; Education, Higher; Effective Dates, Emergency; Firefighters and Fire Departments; Flood Control and Flooding; Highways, Streets, and Bridges; Public Officers and Employees; State Agencies; Transportation","Supplemental appropriation, Affordable Housing Trust Fund; Supplemental appropriation, KCTCS-TRAINS; Supplemental appropriation, KCTCS-TRAINS; Supplemental appropriations, various state agencies; City of Lancaster, fire department substation; Supplemental appropriation, Affordable Housing Trust Fund; Supplemental appropriation, Biennial Highway Construction Program; Supplemental appropriation, career center employees; Supplemental appropriations, various state agencies; Supplemental appropriation, Biennial Highway Construction Program",02/23/23: to Appropriations &amp; Revenue (H),https://apps.legislature.ky.gov/record/23rs/hb89.html
2023 Regular Session,HB88,"AN ACT relating to fiscal matters providing funding for education initiatives, making an appropriation therefor, and declaring an emergency.","Education, Elementary and Secondary; Education, Finance; Education, Higher; Effective Dates, Emergency; State Agencies; Appropriations; Budget and Financial Administration","Supplemental appropriations, education; Supplemental appropriations, education; Supplemental appropriations, education; Supplemental appropriations, education; Supplemental appropriations, Department of Education, KHEAA; Supplemental appropriations, education; Supplemental appropriations, education",02/23/23: to Appropriations &amp; Revenue (H),https://apps.legislature.ky.gov/record/23rs/hb88.html
2022 Regular Session,HB207,AN ACT relating to minimum security requirements at retail establishments licensed to sell alcohol for on-premises consumption.,"Effective Dates, Delayed; Public Officers and Employees; Safety; Public Safety; Administrative Regulations and Proceedings; Alcoholic Beverages; Short Titles and Popular Names","Bouncer training and security, January 1, 2023; Bouncers, security, training, public safety, Dept. of Alcoholic Beverage Control; Bouncers, security, training, public safety, Dept. of Alcoholic Beverage Control; Bouncers, security, training, public safety, Dept. of Alcoholic Beverage Control; Bouncers, security, training, public safety, Dept. of Alcoholic Beverage Control; Bouncers, security, training, public safety, Dept. of Alcoholic Beverage Control; Christopher's Law",01/05/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb207.html
